		India	Iran	Nigeria	Kenya	Congo	Zimbabwe	Sri Lanka	Uganda	Afghanistan	Guinea
tri	2912	1171	2	1	0	3	3	85	1	0	0
trial	2913	34834	479	1923	361	399	159	292	207	14	0
triangle	2914	698	25	23	7	8	7	22	6	1	0
tribe	2915	2899	65	337	51	61	22	22	63	17	0
tribunal	2916	4952	43	928	106	51	23	26	41	5	0
tribute	2917	4401	84	251	55	57	43	66	17	7	0
troll	2918	1462	5	10	9	5	0	6	2	0	0
trouble	2919	6314	169	580	141	75	55	96	84	10	0
truck	2920	16147	487	921	209	145	111	140	239	50	0
TRUE	2921	13954	279	1530	220	265	155	431	194	25	0
truly	2922	6133	78	560	47	108	62	208	47	6	0
trump	2923	1945	431	129	48	27	12	17	17	5	0
trust	2924	18282	343	1260	250	239	168	704	140	64	2
truth	2925	5385	149	1201	216	167	64	233	87	8	0
try	2926	51700	1769	3276	900	642	615	847	642	163	0
tsp	2927	687	0	0	0	0	2	0	17	0	0
turbine	2928	6919	70	31	31	7	1	9	3	4	0
turmeric	2929	993	3	4	1	3	2	43	0	0	0
turn	2930	46621	1162	2815	819	640	540	705	630	68	0
tv	2931	17911	553	436	149	88	43	178	75	30	0
twitter	2932	9677	418	405	109	58	71	47	45	16	0
typically	2933	4411	89	106	30	28	20	57	18	3	0
uber	2934	1967	0	57	29	1	0	6	11	0	0
ugly	2935	1037	22	287	43	41	19	29	28	1	0
uk	2936	1373	537	8	2	0	2	3	1	0	1
ukrainian	2937	1046	169	22	9	2	1	23	0	1	0
ul	2938	771	15	4	0	1	0	11	0	0	0
ultimately	2939	5204	161	322	71	73	40	94	43	10	0
unable	2940	7828	142	460	166	84	56	234	76	28	0
unacceptable	2941	1616	159	277	37	50	32	33	22	15	0
unavailable	2942	1002	7	24	15	7	6	12	12	4	0
uncle	2943	2345	13	115	25	26	32	39	41	6	0
unconscious	2944	1127	11	49	11	11	5	12	23	3	0
und	2945	2531	0	1	0	1	0	0	0	0	0
under	2946	320624	5965	9687	1942	1814	1338	6620	1254	330	1
undermine	2947	2191	399	372	127	143	52	82	50	19	0
understand	2948	27373	431	1795	381	388	309	691	352	19	0
underway	2949	5006	424	135	41	87	90	163	44	87	0
undoubtedly	2950	1192	108	105	13	19	20	86	8	1	0
undue	2951	888	10	148	13	26	9	32	4	0	0
unfortunate	2952	2734	39	928	85	104	74	69	66	3	0
unfortunately	2953	4168	276	764	119	108	92	169	127	41	0
uni	2954	1306	1	7	1	1	1	2	0	0	0
union	2955	20163	256	1960	247	244	102	524	67	19	0
unique	2956	21592	190	571	88	113	73	487	79	9	0
uniquely	2957	1347	12	30	8	3	5	19	0	1	0
unit	2958	119309	1629	2159	534	277	184	961	290	48	0
unite	2959	2972	123	581	91	100	152	77	37	8	0
united	2960	1668	69	214	17	49	81	21	10	11	0
universal	2961	5947	87	240	62	90	33	99	28	7	1
university	2962	20283	480	2947	701	494	140	946	405	69	0
unless	2963	8701	174	454	143	107	85	164	105	11	0
unlike	2964	6194	106	412	107	77	51	128	113	5	0
unlikely	2965	3812	127	150	82	42	22	59	32	2	0
unnecessary	2966	2843	42	354	73	58	63	58	36	12	0
unofficial	2967	1004	49	33	11	9	4	30	5	1	0
unsafe	2968	1531	20	82	11	27	5	9	9	1	0
unscrupulous	2969	427	1	127	33	22	26	17	21	0	0
unstable	2970	688	27	58	19	11	6	13	9	5	0
unsuccessful	2971	674	30	72	29	16	10	21	10	2	0
until	2972	26386	1193	2921	730	585	377	965	578	105	2
unturned	2973	727	3	99	4	15	9	3	2	2	0
unusual	2974	2996	96	197	38	27	14	107	18	4	0
unwarranted	2975	507	17	98	15	17	7	25	8	2	0
unwell	2976	623	3	13	12	3	5	7	6	0	0
up	2977	1168112	13232	40454	6161	3238	2523	61417	2825	333	1
upa	2978	1005	0	0	0	0	0	1	1	0	0
upbeat	2979	751	11	21	16	5	7	13	6	2	0
upgrade	2980	12330	129	475	80	85	61	144	81	8	1
upset	2981	3281	50	114	49	17	13	39	19	2	0
upstream	2982	2336	67	160	10	21	6	11	12	0	0
urgent	2983	5034	129	710	111	143	90	108	56	15	0
us	2984	9195	133	580	126	73	80	429	59	6	0
usa	2985	5280	0	2	0	0	0	1	0	0	0
usage	2986	7472	35	187	21	33	17	110	26	2	0
usb	2987	3402	118	137	27	1	2	26	0	0	0
usd	2988	335275	22797	6354	2287	52	8	15711	38	20	0
use	2989	319962	5571	12355	2918	2596	1849	6511	2511	326	4
used	2990	835	11	34	11	4	6	116	9	0	0
useful	2991	5652	107	409	54	43	37	106	42	9	0
usual	2992	4602	80	451	94	76	63	122	65	10	0
usually	2993	8787	173	850	243	143	139	176	222	6	0
ut	2994	1061	1	5	0	0	0	0	0	0	0
uv	2995	2143	23	5	1	0	0	6	2	0	0
va	2996	1989	0	2	0	0	0	1	0	0	0
vaccinate	2997	2394	38	106	21	19	28	38	29	7	0
vaccination	2998	6860	103	232	44	52	50	67	38	10	0
vaccine	2999	20794	692	935	256	111	125	353	115	10	0
vague	3000	580	17	35	12	3	1	13	9	4	0
value	3001	579666	23470	14400	2976	713	662	23595	451	75	2
van	3002	2353	53	103	20	11	6	58	24	1	0
vandalism	3003	502	17	211	13	16	12	2	21	0	0
variant	3004	7706	93	65	39	4	7	58	15	1	0
variation	3005	4850	38	61	22	9	15	25	9	0	0
variety	3006	13680	208	275	171	84	48	271	120	9	0
various	3007	75182	1576	4303	585	803	450	1059	346	117	0
vault	3008	657	9	39	1	2	7	6	0	0	0
ve	3009	19900	448	926	322	162	103	235	49	17	0
vector	3010	4755	41	18	2	6	1	7	2	0	0
vehicle	3011	93807	2072	2620	633	537	436	1454	417	202	0
version	3012	15212	264	293	92	71	45	165	50	6	0
very	3013	83361	2164	8208	1342	1541	1036	2144	973	129	0
vest	3014	2401	52	125	24	24	13	114	19	11	0
vet	3015	879	21	41	83	8	16	10	26	2	0
veterinary	3016	4047	47	52	20	14	11	25	43	2	0
vi	3017	21743	1181	719	169	0	0	1253	1	0	0
via	3018	39744	1677	817	144	104	84	527	63	53	0
viable	3019	2703	43	334	49	63	49	98	30	5	0
vibe	3020	1012	5	42	3	2	11	14	3	0	0
vibrant	3021	2562	18	168	27	44	35	85	31	0	0
vice	3022	31384	826	3477	395	690	286	724	267	101	1
vicinity	3023	2086	44	77	7	28	6	54	5	33	0
victim	3024	21630	669	3886	370	523	187	509	330	113	0
video	3025	53062	574	1415	212	235	182	390	164	49	0
view	3026	94361	1246	3094	596	527	329	2583	262	171	0
villa	3027	690	26	227	14	37	11	32	24	0	0
violation	3028	12843	824	616	100	178	90	286	68	32	0
violence	3029	16554	916	2215	516	712	359	483	334	309	1
violent	3030	3989	268	596	99	181	95	129	76	20	0
virtual	3031	19227	86	331	39	15	73	150	30	3	0
virtue	3032	1901	15	340	37	32	17	58	10	0	0
virus	3033	18904	909	1457	325	90	159	632	198	61	0
vis	3034	2591	91	152	12	24	27	101	5	0	0
visa	3035	6073	325	398	30	97	40	157	47	23	0
visible	3036	5083	49	191	25	41	25	59	33	7	0
visit	3037	67561	2850	4315	820	1046	336	1674	486	238	1
visitor	3038	9878	171	380	162	84	80	262	92	17	0
vital	3039	7979	200	430	93	121	69	308	70	26	0
vitamin	3040	3190	41	69	18	21	2	38	33	3	0
vitro	3041	1178	4	10	6	1	0	1	0	0	0
voice	3042	17472	586	928	188	204	141	287	124	35	1
void	3043	1284	44	214	27	40	12	31	22	0	0
vol	3044	18656	1672	539	150	3	0	828	0	0	0
volatility	3045	112515	10640	2001	900	8	15	4993	21	0	1
vote	3046	33516	2040	4325	907	738	293	996	526	195	0
voter	3047	11563	437	1207	360	404	134	217	251	51	0
voting	3048	20876	153	520	94	121	33	189	70	9	0
voucher	3049	1331	2	40	18	9	10	44	14	0	0
vr	3050	1321	3	0	1	2	0	5	0	0	0
vulnerable	3051	7612	159	957	187	181	125	710	78	13	0
wa	3052	675	6	8	11	3	0	0	2	2	0
waist	3053	920	3	19	4	3	1	9	6	0	0
wait	3054	20505	423	1454	428	266	265	234	325	33	0
waiting	3055	1113	4	17	10	11	23	10	7	0	0
wake	3056	8927	273	573	185	106	76	142	119	14	0
walk	3057	17344	351	812	369	203	209	345	298	12	1
wall	3058	24979	388	261	125	66	44	250	118	37	0
want	3059	83957	1869	9481	2118	1683	1507	1290	1448	311	1
war	3060	16417	3596	2561	645	647	353	993	399	364	0
ward	3061	11199	44	1204	235	126	141	84	81	1	0
warehouse	3062	3553	108	200	31	26	24	108	16	8	0
warfare	3063	1050	143	75	6	9	10	12	7	3	0
warm	3064	5838	133	235	87	61	53	110	56	14	0
warning	3065	5985	273	521	80	94	42	154	40	12	0
waste	3066	29144	251	1034	161	197	141	442	196	11	0
wat	3067	59	1	957	0	0	0	0	0	0	0
watch	3068	29409	301	1352	367	230	227	511	226	91	0
water	3069	115784	2170	3017	924	1262	1041	1584	955	175	0
wave	3070	12621	444	469	118	60	72	160	84	25	0
way	3071	100998	2579	8699	1904	1597	1217	2011	1234	256	1
wealthy	3072	943	58	152	66	45	16	39	26	3	0
wear	3073	21015	248	869	217	106	149	275	236	9	0
wearable	3074	2917	16	8	0	0	6	6	0	0	0
weather	3075	11200	151	319	99	101	96	268	84	14	0
web	3076	18572	55	150	36	36	12	93	16	1	0
website	3077	54552	2296	1243	259	107	72	3747	57	14	1
wee	3078	893	3	38	12	13	4	6	13	1	0
weed	3079	1659	5	145	54	39	20	24	50	0	0
week	3080	550477	40380	18500	5699	1344	1238	25982	1064	300	1
weekend	3081	7265	209	1211	315	285	173	162	188	9	0
weekly	3082	55155	3208	1698	476	64	39	3305	40	2	0
weigh	3083	5188	117	179	62	41	63	72	55	4	0
weight	3084	86558	5505	2647	568	92	64	4126	122	9	0
weld	3085	3218	4	9	1	1	3	1	5	1	0
well	3086	248187	5463	15979	2894	3265	2051	7057	1893	399	2
wellness	3087	2926	3	39	5	1	9	63	7	0	0
west	3088	6394	610	550	96	141	74	163	71	20	0
western	3089	13471	1529	571	293	223	168	531	174	102	1
wet	3090	3763	18	56	17	7	24	65	21	2	0
wetland	3091	1359	45	20	6	8	19	12	109	0	0
what	3092	127017	2862	18676	3210	2747	2150	3210	2568	163	0
whatever	3093	6030	110	1228	153	146	124	175	148	7	0
when	3094	234198	3564	19100	4577	3724	3030	4578	3767	335	2
whenever	3095	4555	60	456	111	83	62	100	98	14	0
where	3096	136109	2549	10864	2562	2194	1912	3248	2017	263	1
whereas	3097	10901	69	233	71	56	12	89	147	3	0
wherever	3098	2535	44	224	21	31	26	46	26	3	0
whether	3099	46461	839	1938	581	445	254	724	512	48	0
which	3100	644577	25150	31557	6890	6493	4872	18249	4426	811	9
whichever	3101	1596	7	60	21	9	5	21	14	0	0
while	3102	200833	4510	15771	2775	2656	1811	4357	1888	358	2
whilst	3103	2327	28	211	37	51	88	413	9	0	0
white	3104	14355	311	536	239	174	232	277	114	9	0
who	3105	321896	7071	37052	8152	6949	5078	8781	5553	775	0
whoever	3106	869	21	305	36	38	16	38	68	2	0
whole	3107	19684	405	1569	257	246	248	429	202	44	0
wholly	3108	5085	10	65	36	20	24	286	6	0	0
why	3109	40732	650	5984	1058	907	639	924	891	33	0
wi	3110	1165	7	10	4	1	3	11	1	0	0
wide	3111	25331	433	730	286	205	122	739	139	32	0
widely	3112	5473	224	353	114	89	53	145	68	18	1
wife	3113	20039	201	2881	462	428	307	262	296	23	0
will	3114	853486	18319	45313	10397	9584	6430	16184	6006	1277	4
williams	3115	801	53	21	11	0	0	34	0	0	0
willingness	3116	1449	143	142	59	51	7	324	12	18	0
win	3117	68809	1771	4926	2190	1205	909	2199	850	124	3
wine	3118	4328	29	117	89	21	47	82	47	1	0
wing	3119	10734	209	271	115	60	43	139	46	12	0
winter	3120	8052	178	43	43	24	96	27	9	32	0
wipe	3121	2221	41	155	41	21	18	43	21	2	0
wiper	3122	659	0	3	43	2	5	2	0	0	0
wire	3123	57713	134	377	177	17	20	1823	47	3	0
wise	3124	5130	70	309	45	37	38	76	29	2	0
wisher	3125	492	27	71	41	19	27	35	25	1	0
witch	3126	447	22	164	13	22	15	15	29	0	0
with	3127	2164102	50460	87013	17954	15207	10488	56282	10728	3298	11
withdrawal	3128	5763	684	381	77	82	34	94	31	44	0
within	3129	120405	3015	6884	1073	1041	544	4175	511	129	0
without	3130	70229	1526	5832	1175	1163	800	1529	896	144	0
witness	3131	27404	554	2202	349	473	188	660	235	48	0
woman	3132	100392	1676	7151	1816	2106	1013	2163	1432	747	0
women	3133	845	1	3	0	3	1	7	0	0	0
wonderful	3134	2957	43	234	34	28	22	70	30	2	0
wood	3135	6514	70	238	47	37	25	86	65	5	0
word	3136	20235	553	1904	401	286	262	423	255	30	0
work	3137	345790	3481	13692	2725	3151	2100	5363	2365	609	0
worker	3138	43076	486	3697	653	542	371	718	432	108	0
workforce	3139	6718	71	250	40	42	21	152	21	0	0
working	3140	7335	111	344	74	89	37	125	44	7	0
workplace	3141	5472	43	114	49	29	28	126	54	6	0
workshop	3142	9214	162	625	54	206	90	256	48	12	0
world	3143	113514	5207	8081	2011	1673	1130	3683	823	211	1
worried	3144	3656	102	342	64	61	56	40	55	11	0
worry	3145	7074	155	635	159	97	64	113	150	16	0
worsen	3146	2491	98	333	56	70	77	56	50	13	0
worst	3147	1323	41	60	12	11	13	18	14	1	0
worth	3148	125199	8099	2599	769	277	229	3580	183	48	0
would	3149	234090	8251	27959	4381	4281	2526	5895	2746	983	4
wound	3150	5018	756	425	109	108	25	57	71	585	0
wrestling	3151	905	83	32	6	10	12	0	2	3	0
writ	3152	2123	2	23	2	14	2	77	2	2	0
write	3153	54644	1183	3932	596	491	388	930	545	64	1
wrong	3154	10645	287	1493	285	215	191	271	272	16	0
www	3155	7495	1322	29	8	8	8	44	4	0	0
yeah	3156	754	9	36	13	3	2	2	2	1	0
year	3157	2324826	93740	71820	15330	6105	4156	114400	4314	970	3
yes	3158	16738	117	940	155	162	111	184	123	7	0
yesterday	3159	8976	174	4838	285	1069	734	2140	604	144	0
yet	3160	38397	1003	3290	944	727	517	836	817	113	0
yield	3161	319717	7030	6656	2004	148	101	12765	112	26	0
you	3162	287326	2569	32658	5868	4045	3411	4052	6025	233	0
young	3163	33066	624	3218	787	886	526	1021	507	58	0
your	3164	126242	903	9869	1845	1198	1244	1625	2203	62	1
yourself	3165	5564	25	589	140	77	88	85	170	3	0
za	3166	1152	8	4	1	7	4	1	0	0	0
zone	3167	22429	1086	2328	220	368	117	385	79	33	0
arrive	3168	14779	954	1188	421	265	137	612	232	109	0
assure	3169	11135	116	3173	185	365	78	292	98	81	0
bilateral	3170	6927	1164	236	52	160	30	324	30	81	0
cache	3171	1763	22	25	2	2	2	5	2	40	0
cafe	3172	2102	42	46	14	4	6	43	7	3	0
cinema	3173	4689	174	77	7	8	4	75	0	25	0
consequence	3174	6101	410	747	98	183	70	168	73	21	0
consequent	3175	1109	11	109	2	8	6	46	2	0	0
cooperation	3176	16980	3654	933	87	450	71	509	47	254	0
cooperative	3177	3892	33	134	38	73	19	57	41	4	0
creative	3178	9481	40	533	89	54	60	277	41	6	0
cure	3179	6231	65	351	53	28	45	69	53	13	0
dare	3180	1703	71	311	55	36	28	46	34	2	0
debut	3181	8525	45	279	85	35	94	88	19	0	0
declaration	3182	12911	188	967	87	167	64	103	71	29	3
decor	3183	1209	0	8	15	2	0	7	18	0	0
definition	3184	6772	58	155	28	21	29	51	23	10	0
definitive	3185	1530	20	43	11	10	5	11	9	0	0
degrade	3186	833	19	76	10	23	11	20	19	1	0
delegation	3187	7293	1030	718	86	273	62	337	52	136	0
demolition	3188	2892	70	251	30	40	8	8	6	3	0
depend	3189	13471	283	794	236	161	123	301	261	15	0
derive	3190	6317	53	230	37	37	36	66	29	1	0
destine	3191	533	39	41	24	13	12	10	12	1	0
detection	3192	22425	50	100	15	25	18	66	16	1	0
detention	3193	3436	306	628	71	149	25	89	99	10	0
determination	3194	10222	186	782	92	133	56	87	27	18	0
discretion	3195	2344	4	94	15	21	12	36	5	0	0
dupe	3196	1676	5	38	18	20	11	8	17	0	0
elegant	3197	1014	9	17	14	1	4	42	6	0	0
elevation	3198	1678	16	55	9	8	4	16	3	0	0
elimination	3199	1555	60	141	17	21	20	19	21	12	0
emission	3200	14058	165	181	46	73	31	112	25	0	0
enclave	3201	619	92	88	7	13	0	8	2	1	0
envisage	3202	2217	173	166	33	44	33	59	23	1	0
equitable	3203	1741	11	123	28	42	9	34	12	2	0
erosion	3204	1630	25	180	12	30	23	53	10	1	0
es	3205	20045	359	911	238	214	204	310	203	64	0
evaluation	3206	12730	77	237	51	101	33	151	31	7	0
execute	3207	48782	180	805	101	132	66	148	71	41	0
federal	3208	23666	339	4748	90	623	4	55	17	9	0
federation	3209	1412	34	1427	105	145	18	33	37	7	0
ie	3210	1048	99	30	6	4	3	13	5	14	0
immediate	3211	12384	276	1670	157	232	99	404	96	56	0
inactive	3212	2083	17	18	4	5	16	11	5	8	0
kes	3213	2	0	0	826	0	0	0	0	0	0
legislative	3214	3892	82	719	58	117	26	52	13	6	1
liberation	3215	547	183	82	38	111	147	28	40	1	0
marche	3216	663	24	16	7	9	2	4	2	0	0
mate	3217	2367	21	309	164	48	26	49	17	6	0
memorial	3218	2424	62	45	18	54	13	63	17	4	0
oppose	3219	10893	428	540	227	126	102	227	145	31	1
pave	3220	3524	281	189	70	66	38	128	40	51	1
petence	3221	1310	25	382	41	50	31	43	32	4	0
precise	3222	2585	81	71	15	5	12	20	5	1	0
premier	3223	6818	206	253	133	127	120	338	33	4	0
preparation	3224	30836	209	540	139	171	151	164	87	26	0
prevention	3225	10216	103	385	60	123	60	146	51	32	0
preventive	3226	3414	48	213	20	30	11	43	31	6	0
pulse	3227	8501	26	48	3	20	9	22	4	1	0
reaction	3228	13008	403	811	101	122	44	70	59	33	0
reception	3229	4600	30	175	47	46	8	40	32	1	0
recreation	3230	1582	7	50	5	19	41	22	10	1	0
recurrent	3231	874	15	248	32	29	19	16	5	0	0
reel	3232	2460	31	101	31	11	17	23	3	1	0
reference	3233	56562	269	462	96	109	39	183	68	8	0
regiman	3234	721	3	5	1	0	1	2	2	0	0
rehabilitation	3235	5442	58	516	54	85	62	137	38	32	0
repercussion	3236	613	52	37	12	12	6	35	9	0	0
reservation	3237	7230	20	102	23	16	19	71	10	1	0
residence	3238	9093	100	588	89	128	48	246	57	5	0
resistance	3239	22295	1929	433	153	81	31	434	86	22	0
resultant	3240	755	1	65	13	7	8	15	9	0	0
resume	3241	8140	397	837	153	124	149	123	111	45	0
reunion	3242	603	6	47	2	9	7	4	6	0	0
revelation	3243	1224	48	271	51	52	42	54	31	3	0
revision	3244	5560	28	45	16	19	4	123	14	1	0
selective	3245	2696	14	86	17	12	12	19	11	0	0
separation	3246	5387	76	143	21	32	11	32	30	2	0
stare	3247	1295	9	68	36	9	11	13	18	2	0
subsequent	3248	7497	89	315	63	59	45	155	40	2	0
tel	3249	10224	7	3	2	1	1	3	0	0	0
television	3250	11243	312	498	123	142	75	214	88	10	1
temperature	3251	32386	260	283	103	46	37	175	76	1	0
trace	3252	8198	106	459	97	51	27	85	58	2	0
verification	3253	5856	69	269	73	53	3	17	37	1	0
aa	3254	807	2	39	6	0	0	27	1	1	0
aarti	3255	741	0	0	0	0	0	0	0	0	0
abandon	3256	3400	242	957	128	150	80	110	128	15	0
abdominal	3257	936	4	24	7	0	2	8	11	1	0
abduct	3258	1491	77	807	62	94	18	62	46	33	0
abduction	3259	843	40	386	21	64	35	108	14	4	0
abide	3260	1543	96	523	27	42	28	61	20	6	0
ablaze	3261	569	21	175	21	12	1	6	5	2	0
abnormal	3262	1698	16	59	14	9	5	8	22	0	0
abnormality	3263	1136	3	37	11	4	5	8	1	1	0
aboard	3264	799	43	55	35	9	11	22	7	3	0
abolish	3265	983	55	74	25	27	11	150	17	2	0
abortion	3266	1354	14	180	27	76	33	13	35	0	0
abrasion	3267	709	3	1	2	1	1	0	0	0	0
abrasive	3268	1479	1	7	7	5	2	3	0	1	0
abroad	3269	7220	258	812	156	155	42	321	95	33	0
abrogation	3270	655	17	9	0	1	0	3	2	0	0
abscond	3271	1368	0	60	9	4	23	9	15	2	0
absence	3272	8003	114	650	129	170	70	132	96	29	0
absent	3273	1708	22	158	21	32	18	39	20	7	0
absorb	3274	4256	57	117	26	23	18	80	32	0	0
absorbent	3275	1272	0	7	1	0	1	1	3	0	0
absorber	3276	1008	11	8	2	1	3	0	5	0	0
absorption	3277	2738	10	12	7	4	5	17	14	0	0
abstract	3278	188446	37	16	9	5	5	12	4	1	0
abundance	3279	877	22	79	19	21	11	22	11	1	0
abundant	3280	916	45	103	6	27	22	20	15	0	0
abusive	3281	888	13	45	13	20	9	10	8	0	0
abut	3282	810	0	2	0	1	0	0	0	0	0
academia	3283	1130	10	86	9	16	8	38	8	2	0
academician	3284	647	5	11	4	1	1	0	0	1	0
academy	3285	2053	36	181	19	29	51	58	30	14	0
accelerated	3286	929	9	61	6	13	2	25	2	1	0
accelerator	3287	1850	11	31	3	7	1	13	3	0	0
accent	3288	830	1	26	7	5	5	9	4	0	0
acceptable	3289	3427	85	326	38	40	25	60	27	23	0
accessible	3290	6308	34	226	44	70	22	104	30	5	0
accession	3291	1556	62	4	0	2	1	0	0	0	0
accessory	3292	12581	4	91	50	3	10	147	10	1	0
accidental	3293	1245	21	58	4	5	4	9	2	1	0
accidentally	3294	773	19	20	11	6	6	11	4	0	0
acclaim	3295	1511	24	131	16	20	17	64	7	1	0
accolade	3296	819	7	94	11	19	26	97	14	0	0
accord	3297	224275	8434	11895	1505	2084	676	2949	1500	765	4
accordance	3298	18367	242	383	60	97	23	143	42	27	0
accountable	3299	2049	113	289	35	98	24	71	35	13	0
accounting	3300	4829	12	128	46	34	17	130	61	0	0
accredit	3301	1145	4	167	23	24	16	37	23	0	0
accreditation	3302	1388	7	256	13	39	10	58	14	0	0
accrue	3303	1572	8	168	29	23	25	40	17	0	0
accumulate	3304	3094	27	133	40	31	30	109	39	0	0
accumulation	3305	1507	25	39	10	11	12	17	5	1	0
accuracy	3306	10152	57	40	18	17	2	20	2	1	0
accurate	3307	5234	77	157	31	34	10	66	22	6	0
accuse	3308	43743	1048	2591	825	682	468	434	565	129	1
acetate	3309	717	0	0	3	0	1	0	0	0	0
achat	3310	726	0	0	0	0	0	0	0	0	0
acid	3311	16505	76	114	32	18	6	37	31	0	0
acknowledgement	3312	778	10	44	4	14	8	15	2	2	0
acne	3313	783	1	8	2	0	0	2	1	0	0
acoustic	3314	2795	17	7	1	4	9	9	0	0	0
acquaint	3315	692	33	50	2	10	3	15	2	0	0
acquire	3316	26112	120	920	237	232	134	406	221	6	0
acquisition	3317	35080	33	804	85	75	58	928	71	6	0
acquit	3318	1272	23	113	21	16	30	32	32	2	0
acre	3319	8147	30	74	247	77	22	637	167	21	0
acreage	3320	737	1	14	14	3	2	12	1	0	0
acrylic	3321	1799	35	6	2	0	0	1	1	0	0
actionable	3322	1056	3	39	2	6	1	35	2	0	0
activate	3323	5801	109	166	21	17	15	89	5	7	0
activation	3324	2834	31	36	2	6	3	17	1	4	0
actively	3325	5409	131	247	30	51	40	153	23	32	0
activism	3326	508	10	71	8	30	16	26	8	0	0
activist	3327	11099	566	500	125	205	114	161	122	100	0
activity	3328	184888	6075	8948	1188	942	468	11538	516	222	0
actor	3329	36291	193	686	102	138	67	149	60	20	0
actress	3330	14316	64	377	60	51	24	31	3	1	0
actual	3331	25092	106	325	61	68	68	92	65	2	0
actuarial	3332	436	0	25	11	0	2	225	0	0	0
actuate	3333	1608	0	7	0	0	1	1	0	0	0
actuation	3334	1123	0	0	0	0	0	0	0	0	0
actuator	3335	3992	8	1	0	0	0	0	0	0	0
adapter	3336	1800	1	0	0	0	0	1	0	0	0
adaptive	3337	2336	8	7	3	3	2	9	2	0	0
additive	3338	3935	15	12	3	0	2	11	8	0	0
address	3339	200775	4687	6070	1074	1172	560	3202	564	178	1
adequacy	3340	6191	4	19	3	8	0	37	0	0	0
adequately	3341	1469	26	322	30	56	40	45	19	1	0
adhere	3342	4025	94	398	44	64	57	147	31	2	0
adherence	3343	1286	43	157	10	19	19	25	12	3	0
adhesion	3344	1147	1	1	0	1	0	0	0	0	0
adhesive	3345	6923	6	10	12	1	3	57	2	0	0
adjoin	3346	1634	4	43	1	4	1	25	2	0	0
adjoining	3347	924	2	21	1	1	1	6	0	0	0
adjourn	3348	2142	8	883	27	91	14	24	43	2	0
adjournment	3349	1099	0	177	11	17	1	13	7	0	0
adjudge	3350	661	1	123	5	18	6	63	2	1	0
adjudicate	3351	730	6	49	4	9	3	6	1	0	0
adjudication	3352	611	0	45	4	10	5	1	1	0	0
adjust	3353	18585	71	218	57	39	37	68	41	3	0
adjustable	3354	3572	1	3	3	0	1	2	0	0	0
adjusted	3355	1666	2	2	0	2	0	1	1	0	0
adjustment	3356	16503	30	487	37	28	54	815	28	2	0
admin	3357	909	7	33	1	0	0	10	4	2	0
administer	3358	6617	88	250	55	52	48	84	42	8	0
administrative	3359	11710	133	590	87	130	46	637	96	57	0
administrator	3360	4218	25	354	126	82	77	82	75	3	0
admiral	3361	843	99	189	5	4	5	137	0	0	0
admire	3362	1129	19	81	26	13	8	48	20	1	0
admit	3363	25196	251	981	304	206	94	379	204	18	0
adolescent	3364	1568	26	66	26	31	4	17	7	1	0
adopt	3365	23030	546	1409	193	334	162	411	115	18	4
adoption	3366	8695	65	427	64	101	35	76	15	3	1
ador	3367	977	0	0	1	0	0	0	0	0	0
adorable	3368	1046	0	14	2	1	1	3	1	0	0
adre	3369	1536	0	0	0	0	0	0	0	0	0
adsbygoogle	3370	3	0	2555	0	0	0	0	0	0	0
adsorption	3371	1005	0	1	0	0	0	0	0	0	0
advancement	3372	3515	83	214	18	44	13	94	11	5	0
advantageous	3373	878	7	6	3	5	1	19	1	1	0
advent	3374	914	28	96	16	12	11	26	5	0	0
adversary	3375	927	47	45	6	6	1	8	3	1	0
adversely	3376	1801	18	91	29	16	28	51	14	1	0
advertise	3377	4951	13	86	46	28	24	14	24	0	0
advertiser	3378	1843	1	24	6	5	3	1	3	0	0
advertising	3379	9711	26	146	48	38	19	116	24	1	0
advisable	3380	651	4	32	8	4	8	12	31	0	0
advisor	3381	7864	269	58	51	46	44	191	32	71	1
advocacy	3382	1681	42	378	23	78	19	32	34	6	0
advocate	3383	11171	152	790	142	181	65	128	134	3	0
advt	3384	34871	3076	1223	201	0	0	2103	0	0	0
aegis	3385	1314	7	176	1	14	4	15	2	0	0
aerial	3386	2857	200	47	20	8	5	17	7	12	0
aero	3387	631	4	53	0	1	0	8	2	0	0
aerosol	3388	1158	37	9	0	0	0	2	0	0	0
aerospace	3389	3789	52	10	1	3	0	3	0	0	0
af	3390	1843	1	22	1	1	0	3	3	8	0
affair	3391	13684	1068	1439	229	315	190	375	161	209	2
affect	3392	32243	981	2800	520	613	505	736	464	70	0
affected	3393	4685	51	741	123	116	69	103	99	7	0
affection	3394	701	12	43	12	18	12	13	7	0	0
affidavit	3395	5004	2	240	73	70	19	13	60	0	0
